IDStations,Latitude,Longitude,Time,Altitude,AQ_pm10,AQ_pm25,AQ_co,AQ_nh3,AQ_nox,AQ_no2,AQ_so2,WE_temp_2m,WE_wind_speed_10m_mean,WE_wind_speed_10m_max,WE_mode_wind_direction_10m,WE_tot_precipitation,WE_precipitation_t,WE_surface_pressure,WE_solar_radiation,WE_rh_min,WE_rh_mean,WE_rh_max,WE_wind_speed_100m_mean,WE_wind_speed_100m_max,WE_mode_wind_direction_100m,WE_blh_layer_max,WE_blh_layer_min,EM_nh3_livestock_mm,EM_nh3_agr_soils,EM_nh3_agr_waste_burn,EM_nh3_sum,EM_nox_traffic,EM_nox_sum,EM_so2_sum,LI_pigs,LI_bovine,LA_hvi,LA_lvi,LA_land_use,LA_soil_use
1269,45.6497025,9.60122334,2017-04-14,207,20.428571428571427,17.428571428571427,0.2571285714285714,,20.735714285714288,18.770000000000003,,11.178,1.7434285714285715,3.721,S,0.3060228999999999,0,98212.85714285714,17511428.57142857,72.34,88.36999999999999,98.92,2.674,7.062,S,3139.0,16.51,8.448142857142857,7.906428571428571,0.0015621428571428,133.26,4.133,126.34999999999998,32.094,1.101,32.18,2.2295714285714285,2.173142857142857,112,17.0
1269,45.6497025,9.60122334,2017-04-21,207,27.142857142857142,21.428571428571427,0.2767857142857143,,25.72714285714285,23.74142857142857,,11.748571428571427,1.4674714285714283,2.994,E,0.504482997,1,98228.57142857143,12462714.285714284,78.75,92.06714285714284,99.61,2.518714285714285,5.712,E,1722.0,12.39,9.056,9.89942857142857,0.0016542857142857,150.58999999999995,4.214142857142858,119.8,31.37,1.101,32.18,2.284857142857143,2.291,112,17.0
1269,45.6497025,9.60122334,2017-04-28,207,15.714285714285714,13.428571428571429,0.2827428571428571,,22.528571428571432,20.865714285714283,,10.082857142857142,1.6371428571428572,2.99,N,0.61742193,0,98091.42857142857,13652857.142857144,76.46,91.90428571428572,99.87,2.635428571428572,5.64,E,2218.0,14.51,9.618142857142857,10.768571428571429,0.0018308571428571,159.98000000000002,4.243428571428572,115.05,30.868,1.101,32.18,2.34,2.4097142857142857,112,17.0
1269,45.6497025,9.60122334,2017-05-05,207,18.857142857142858,16.0,0.4136857142857143,,26.1,23.312857142857144,,12.945714285714288,1.6832857142857145,3.354,S,0.3988219999999999,1,97841.42857142857,13794142.857142856,83.76,94.28,99.88,2.6654285714285715,5.287,E,1281.0,19.02,10.129428571428573,10.064857142857145,0.0022055714285714,158.06,4.202428571428571,112.57,30.625,1.101,32.18,2.395714285714285,2.528,112,17.0
1269,45.6497025,9.60122334,2017-05-12,207,17.857142857142858,13.0,0.3517857142857142,,19.74142857142857,18.13714285714286,,17.128571428571426,1.4610000000000003,2.425,S,0.214453,0,98562.85714285714,17730000.0,84.96,93.41428571428573,99.72,2.100857142857143,4.499,E,1588.0,15.0,10.607142857142858,8.244,0.0027958571428571,148.07,4.1160000000000005,111.25,30.515,1.101,32.18,2.447,2.639714285714285,112,17.0
1269,45.6497025,9.60122334,2017-05-19,207,19.285714285714285,14.714285714285714,0.2642714285714286,,20.79714285714286,19.40714285714285,,18.04714285714286,1.659857142857143,3.32,S,0.1769783999999999,0,98367.14285714286,18867000.0,80.18,90.90142857142855,98.27,2.2528571428571427,5.193,NW,2168.0,13.81,11.055714285714286,6.032571428571429,0.0034731428571428,135.47,4.011857142857143,110.66,30.507,1.101,32.18,2.4747142857142856,2.7070000000000003,112,17.0
1269,45.6497025,9.60122334,2017-05-26,207,24.714285714285715,17.714285714285715,0.19584,,20.55,19.814285714285717,,22.22571428571429,1.464,2.973,NW,0.0075483999999999,0,98524.28571428572,19171428.57142857,76.21,87.74,96.41,2.151857142857143,5.011,E,1938.0,18.25,11.47857142857143,4.160857142857143,0.0041042857142857,125.84,3.9175714285714287,110.47,30.573,1.101,32.18,2.498285714285714,2.767285714285714,112,17.0
1269,45.6497025,9.60122334,2017-06-02,207,14.428571428571429,12.142857142857142,0.167486,,17.132857142857144,15.81,,19.66857142857143,1.471857142857143,3.081,S,0.640891,0,98107.14285714286,17560000.0,78.34,91.52142857142856,99.23,2.2437142857142858,4.783,W,2095.0,26.09,11.905714285714284,3.1514285714285712,0.0045112857142857,122.85,3.861428571428572,110.51,30.764000000000003,1.101,32.18,2.522,2.827571428571429,112,17.0
1269,45.6497025,9.60122334,2017-06-09,207,32.57142857142857,25.0,0.4273857142857142,,21.65571428571429,21.08142857142857,,22.422857142857143,1.3134285714285714,2.171,S,0.11445497,0,98307.14285714286,18782857.14285714,83.66,91.70714285714288,98.94,1.6575714285714285,4.286,E,1363.0,14.83,12.38714285714286,2.7104285714285714,0.0046094285714285,123.3,3.846428571428572,111.17000000000002,31.203,1.101,32.18,2.5455714285714284,2.8880000000000003,112,17.0
1269,45.6497025,9.60122334,2017-06-16,207,21.142857142857142,15.285714285714286,0.3375,,19.40285714285714,18.93857142857143,,24.10571428571429,1.528142857142857,2.789,S,0.0740738,0,98450.0,20675714.285714287,80.06,89.33142857142857,99.72,2.3000000000000003,5.625,E,1929.0,14.75,12.82,2.5541428571428573,0.0047211428571428,124.83,3.8341428571428575,111.96,31.68,1.101,32.18,2.5684285714285715,2.946142857142857,112,17.0
