,IDStations,Latitude,Longitude,Time,Altitude,AQ_pm10,AQ_pm25,AQ_nox,AQ_no2,WE_temp_2m,WE_wind_speed_10m_mean,WE_wind_speed_10m_max,WE_mode_wind_direction_10m,WE_tot_precipitation,WE_precipitation_t,WE_surface_pressure,WE_solar_radiation,WE_rh_min,WE_rh_mean,WE_rh_max,WE_wind_speed_100m_mean,WE_wind_speed_100m_max,WE_mode_wind_direction_100m,WE_blh_layer_max,WE_blh_layer_min,EM_nh3_livestock_mm,EM_nh3_agr_soils,EM_nh3_agr_waste_burn,EM_nh3_sum,EM_nox_traffic,EM_nox_sum,EM_so2_sum,LI_pigs,LI_bovine,LA_hvi,LA_lvi,LA_land_use,log_pm25,Week
10,1264,46.1678524,9.87920992,2019-03-15,290,13.0,9.428571428571429,22.122857142857143,15.716857142857142,-0.5433428571428572,0.8567285714285713,1.596,S,0.1639937159999999,0,83457.14285714286,7607857.142857143,69.01,88.28857142857143,99.84,2.011028571428571,4.155,S,1656.0,10.51,0.3325,2.467428571428571,7.155571428571429e-05,21.176,0.6790285714285715,8.426,1.6121,0.479,4.695,4.068428571428571,1.3225714285714285,112,2.344549292093078,11
11,1264,46.1678524,9.87920992,2019-03-22,290,15.571428571428571,13.142857142857142,24.28714285714286,18.28142857142857,0.9788857142857142,0.8570571428571431,1.93,S,0.001847715,0,83908.57142857143,9712857.142857144,66.8,85.13142857142859,98.29,1.7873285714285714,5.852,S,1818.0,10.84,0.3669142857142857,3.1455714285714285,6.933714285714285e-05,26.196,0.6848285714285715,8.533,1.6085,0.5201428571428572,4.695,4.091142857142858,1.3492857142857144,112,2.649209701079277,12
12,1264,46.1678524,9.87920992,2019-03-29,290,21.142857142857142,17.428571428571427,28.22714285714286,21.21857142857143,1.9447142857142856,0.7324285714285714,1.253,NE,0.856204861,0,83244.28571428571,8409785.714285715,68.98,90.3542857142857,99.78,1.6391571428571428,3.685,N,1637.0,10.72,0.4008142857142857,4.350714285714286,6.872714285714286e-05,34.853,0.6876714285714286,8.517,1.6004,0.5338428571428572,4.695,4.113857142857143,1.376,112,2.913902255306359,13
13,1264,46.1678524,9.87920992,2019-04-05,290,13.571428571428571,11.285714285714286,24.07333333333333,15.503333333333332,1.5125,0.5757428571428572,1.291,S,0.45435,1,82418.57142857143,6252142.857142857,83.07,95.82714285714287,99.73,1.26,3.43,S,1487.0,11.2,0.4349142857142857,6.614,7.087142857142858e-05,50.858,0.6882714285714285,8.333,1.5466000000000002,0.5749000000000001,4.695,4.136714285714286,1.4025714285714286,112,2.5084371471981943,14
14,1264,46.1678524,9.87920992,2019-04-12,290,15.0,12.571428571428571,21.217142857142857,13.994142857142858,1.6448714285714283,0.5619857142857143,1.114,NW,0.355809,1,83370.0,8060142.857142857,84.32,94.69571428571427,99.17,1.3131428571428572,2.446,N,1298.0,10.88,0.4702428571428571,9.712142857142856,7.51542857142857e-05,72.674,0.6885285714285715,8.052,1.4307,0.6022714285714285,4.695,4.164142857142857,1.4354285714285715,112,2.6079667425452278,15
15,1264,46.1678524,9.87920992,2019-04-19,290,15.571428571428571,12.571428571428571,17.1,10.649285714285714,3.8567142857142858,0.6700571428571429,1.597,SE,0.6516529,1,83547.14285714286,10584000.0,81.78,95.02714285714283,99.9,1.6978571428571427,3.83,N,1364.0,10.64,0.5052142857142857,12.631428571428572,7.968285714285714e-05,93.23,0.6888,7.738000000000001,1.2863,0.6227999999999999,4.695,4.221428571428572,1.506,112,2.6079667425452278,16
16,1264,46.1678524,9.87920992,2019-04-26,290,9.0,6.833333333333333,17.096666666666668,11.148,2.4484142857142857,0.9278142857142856,1.493,S,0.599704,0,83132.85714285714,12702000.0,78.68,91.98857142857142,99.84,2.2485714285714287,3.762,S,1798.0,11.0,0.5380714285714285,14.33,8.252571428571428e-05,105.25,0.6894142857142859,7.450000000000001,1.1483,0.6638571428571429,4.695,4.283285714285714,1.5821428571428573,112,2.0583881324820035,17
17,1264,46.1678524,9.87920992,2019-05-03,290,9.857142857142858,7.857142857142857,14.543285714285716,10.040714285714287,1.0082285714285717,0.8905142857142858,2.019,S,0.505212,1,82687.14285714286,9688857.142857144,84.52,94.45285714285716,99.92,2.103,5.987,S,1861.0,10.89,0.5679,13.971428571428572,8.377285714285712e-05,102.83,0.6915714285714287,7.1555,1.0298,0.6775428571428571,4.71557142857143,4.345142857142857,1.659,112,2.181224235989778,18
18,1264,46.1678524,9.87920992,2019-05-10,290,10.857142857142858,8.0,14.337142857142856,8.835142857142857,3.385142857142857,0.9818285714285714,2.325,S,0.278462,1,83262.85714285714,12020714.285714284,84.05,92.67714285714284,99.76,2.506,5.522,S,1861.0,10.03,0.5955428571428573,11.855714285714289,9.03e-05,88.11000000000001,0.6972142857142857,6.7797,0.9074,0.7186000000000001,4.743000000000001,4.406571428571429,1.7348571428571429,112,2.19722457733622,19
19,1264,46.1678524,9.87920992,2019-05-17,290,11.571428571428571,8.428571428571429,15.264285714285714,8.533857142857142,6.112285714285713,0.6386428571428572,1.165,NW,0.531501,1,82847.14285714286,12794714.285714284,81.61,95.3342857142857,99.9,1.5214285714285716,2.922,N,1786.0,11.78,0.6215142857142857,8.938285714285714,0.0001102742857142,67.74499999999999,0.7060285714285712,6.490799999999999,0.7903,0.7254428571428572,4.743000000000001,4.456428571428572,1.795142857142857,112,2.243744592971112,20
20,1264,46.1678524,9.87920992,2019-05-24,290,10.285714285714286,8.571428571428571,14.024857142857144,7.081142857142857,7.387142857142856,0.7130857142857144,1.707,S,0.5466439999999999,1,83271.42857142857,12657714.285714284,83.86,94.97571428571428,99.85,1.558557142857143,3.783,S,1745.0,11.16,0.6458857142857143,6.197285714285714,0.0001517,48.636,0.7174285714285714,6.3974,0.69172,0.7664999999999998,4.743000000000001,4.501142857142857,1.848428571428572,112,2.2587824703356527,21
21,1264,46.1678524,9.87920992,2019-05-31,290,16.857142857142858,12.857142857142858,14.424,7.6728,11.922857142857143,0.6884428571428572,1.371,N,0.1853144,0,83751.42857142857,19307142.85714286,81.4,92.95285714285714,99.9,1.4262857142857146,3.244,NW,1963.0,11.73,0.6696428571428571,4.509,0.0007303571428571,36.934,0.7311428571428572,6.7699,0.62643,0.7664999999999998,4.743000000000001,4.546,1.9017142857142857,112,2.6288008294480694,22
22,1264,46.1678524,9.87920992,2019-06-07,290,20.714285714285715,12.0,14.022857142857143,6.673857142857143,11.722857142857142,0.870642857142857,1.875,N,1.3435100000000002,1,83647.14285714286,18371428.57142857,79.72,94.71,99.9,2.22,4.395,N,1866.0,14.97,0.6964,3.754571428571429,0.005047,31.834,0.7489,7.880000000000001,0.6012500000000001,0.7870285714285714,4.743000000000001,4.590714285714285,1.954857142857143,112,2.5649493574615367,23
23,1264,46.1678524,9.87920992,2019-06-14,290,16.142857142857142,13.285714285714286,12.997857142857145,6.796571428571428,13.481428571428571,0.7402428571428572,1.519,NW,0.2005249999999999,1,83745.71428571429,19472857.14285714,82.28,92.87,99.72,1.6622857142857144,3.712,N,1830.0,11.09,0.7226142857142858,3.4645714285714284,0.0121658571428571,30.015,0.769542857142857,9.374,0.6018800000000001,0.8144,4.743000000000001,4.629,2.000714285714286,112,2.659260036932778,24
24,1264,46.1678524,9.87920992,2019-06-21,290,19.428571428571427,14.428571428571429,13.37742857142857,7.081714285714286,16.08857142857143,0.7097285714285714,1.233,NW,0.3404213,0,84138.57142857143,20125714.285714287,73.19,93.92714285714284,99.87,1.3517142857142856,2.857,NW,2701.0,10.46,0.7412857142857143,3.356428571428571,0.0188371428571428,29.415,0.7903714285714286,10.705,0.60868,0.8144,4.743000000000001,4.653142857142858,2.0307142857142857,112,2.7362210780689065,25
